budget,action,adventure,fantasy,science fiction,crime,drama,thriller,animation,family,western,comedy,romance,horror,mystery,history,war,music,documentary,foreign,tv movie,id,popularity,production_companies,production_countries,weekday,day,month,year,revenue,runtime,title,vote_average,vote_count,weighted_rating
70000000,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,9833,18.927463,4,2,3,08,12,2004,154648887,143,The Phantom of the Opera,7.0,438,7.0
55000000,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4517,15.274137,3,1,7,09,9,2007,74237563,114,Elizabeth: The Golden Age,6.6,303,6.9952100541437785
62000000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8202,29.954302,6,1,3,30,11,2005,52304001,93,Æon Flux,5.4,703,6.956238571372992
56000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,16072,4.362535,3,1,5,21,2,2003,12923936,214,Gods and Generals,6.1,48,6.998275311402109
55000000,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34314,4.700024,2,1,4,09,1,1997,11466088,100,Turbulence,5.2,62,6.995547043332535
55000000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19724,12.340384,5,1,5,19,6,2009,0,107,Imagine That,5.7,134,6.9930691493594335
50000000,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,145220,14.808304,2,1,4,20,3,2014,80383290,112,Muppets Most Wanted,6.2,316,6.990014220255964
57000000,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,14623,9.27875,3,2,5,23,7,2004,28283637,95,Thunderbirds,4.2,91,6.98984496432984
55000000,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,42297,22.863516,1,1,2,23,11,2010,89519773,119,Burlesque,6.9,573,6.997759355570328
47000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2841,23.05451,10,1,2,26,10,2004,0,133,A Very Long Engagement,7.1,346,7.001365106920224
2000000,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,802,23.962109,3,2,3,13,6,1962,9250000,153,Lolita,7.3,395,7.004666272888364
55000000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10375,12.669778,1,1,5,04,1,2002,6416302,96,D-Tox,5.3,123,6.991676949408909
54000000,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,36586,67.169587,8,2,5,22,3,2002,155010032,117,Blade II,6.2,1528,6.953920386007238
55000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11321,41.472404,4,1,4,18,12,2008,168167691,123,Seven Pounds,7.5,2039,7.03770479677503
55000000,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,70074,22.503935,8,2,4,31,1,2013,9489829,92,Bullet to the Head,5.2,481,6.966021741689887
54000000,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,242,59.194915,1,2,1,24,12,1990,136766062,162,The Godfather: Part III,7.1,1546,7.005823852934529
57000000,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,9621,22.894898,4,1,4,06,10,2005,52034889,123,Elizabethtown,6.1,327,6.988379989734275
54000000,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1819,18.600367,3,1,5,14,7,2006,130431368,108,"You, Me and Dupree",5.4,407,6.974369268311882
54000000,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8536,30.515175,3,2,4,04,12,1980,190458706,127,Superman II,6.5,629,6.987728744781302
54000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8046,9.053456,3,1,5,01,8,2003,7266209,121,Gigli,3.5,104,6.985500318674315
55000000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1717,7.768223,5,1,7,10,9,2006,9450897,125,All the King's Men,5.7,95,6.995078700936442
46000000,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,479,19.643365,2,2,4,15,6,2000,107196498,99,Shaft,5.5,308,6.9817449027975345
53000000,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,9444,45.565918,5,1,4,20,11,1997,139804348,94,Anastasia,7.4,1432,7.021670702179176
52500000,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,824,57.374341,2,2,5,09,3,2001,179213434,127,Moulin Rouge!,7.4,1300,7.019771863117871
75000000,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,11456,8.41856,1,1,2,30,10,2001,54249294,89,Domestic Disturbance,5.4,113,6.992800541552184
53000000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261023,46.049902,7,2,5,04,9,2015,98837872,122,Black Mass,6.3,1242,6.966869903208597
90000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3683,23.9366,4,1,3,18,10,2006,65900249,132,Flags of Our Fathers,6.7,526,6.993818067852386
53000000,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22803,49.593978,3,1,4,15,10,2009,126690726,109,Law Abiding Citizen,7.2,1486,7.011221022426942
67000000,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,285923,16.637642,8,1,5,06,4,2007,25037897,191,Grindhouse,6.8,459,6.996394202443144
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,39437,1.453765,2,1,5,16,10,1998,0,172,Beloved,5.9,26,6.998857188523935
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1950,6.162872,5,1,2,01,5,2007,5761917,124,Lucky You,5.4,81,6.994832741916191
52000000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,640,73.944049,3,1,3,25,12,2002,352114312,141,Catch Me If You Can,7.7,3795,7.092255599930544
40000000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,97630,38.306954,3,1,3,19,12,2012,132820716,157,Zero Dark Thirty,6.7,1702,6.980877836866153
52000000,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,9767,26.251217,3,1,4,01,6,2006,204999686,106,The Break-Up,5.6,832,6.954908640445958
52000000,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,11631,30.780599,5,3,4,03,7,2008,609841637,108,Mamma Mia!,6.4,1386,6.968483286591374
52000000,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,32856,25.41929,3,1,3,10,2,2010,216485654,125,Valentine's Day,5.7,1013,6.949375312343828
50000000,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6519,15.98212,4,1,5,05,8,2005,110803676,104,The Dukes of Hazzard,5.1,316,6.976283773107916
52000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,8741,40.072583,3,2,5,25,12,1998,98126565,170,The Thin Red Line,7.2,771,7.005983469791626
52000000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,49520,32.015477,4,1,5,05,8,2011,75450437,112,The Change-Up,5.9,736,6.968542119987567
82000000,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1850,24.444186,1,1,3,22,12,1999,47434430,118,Man on the Moon,6.9,435,6.998289758207195
52000000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524,40.06688,4,2,3,22,11,1995,116112375,178,Casino,7.8,1307,7.039746075189114
52000000,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26389,27.916284,8,2,5,05,2,2010,52826594,92,From Paris with Love,6.1,675,6.976338851022396
52000000,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11817,15.20707,1,1,5,28,3,2003,0,104,Bulletproof Monk,5.1,278,6.979104359522114
51000000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2123,39.001682,2,1,4,22,6,2000,149270999,116,"Me, Myself & Irene",6.1,927,6.967821190264974
51000000,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,9907,10.430832,3,2,5,04,8,2006,72779000,90,Barnyard,5.3,225,6.984836471754212
0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,9969,5.952527,4,1,3,22,11,2006,47231070,93,Deck the Halls,5.1,109,6.991751961448085
50000000,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18239,94.815867,5,1,7,15,3,2009,709827462,130,The Twilight Saga: New Moon,5.6,2436,6.875696165621811
60000000,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,808,67.298732,3,1,3,16,5,2001,484409218,90,Shrek,7.3,4056,7.0418777533039645
50200000,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,38050,26.60772,4,1,4,03,3,2011,127869379,106,The Adjustment Bureau,6.5,1652,6.969007954374907
48000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8367,28.803729,2,1,5,14,6,1991,390493908,143,Robin Hood: Prince of Thieves,6.6,909,6.985966266548304
50000000,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,9390,27.039636,2,1,5,06,12,1996,273552592,139,Jerry Maguire,6.7,913,6.989430015822174
50000000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,72105,68.87691,3,1,5,29,6,2012,549368315,106,Ted,6.3,4697,6.889285112974375
50000000,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2898,37.885022,2,1,5,19,12,1997,314178011,139,As Good as It Gets,7.2,915,7.00706154736639
50000000,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10312,35.537397,4,1,5,25,12,1998,202292902,115,Patch Adams,7.0,832,7.0
50000000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,109443,38.125008,3,1,3,18,12,2013,173649015,119,Anchorman 2: The Legend Continues,6.0,923,6.964394553099565
50000000,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2022,18.121404,4,1,5,28,6,2002,171269535,96,Mr. Deeds,5.6,644,6.9648416783653095
50000000,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,37686,37.069253,4,1,3,08,6,2011,260095987,112,Super 8,6.6,2435,6.964497904137051
52000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462,30.347332,1,1,5,17,3,2000,256271286,131,Erin Brockovich,7.1,716,7.002784258827189
50000000,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,9919,23.854701,1,2,5,07,2,2003,177371441,116,How to Lose a Guy in 10 Days,6.3,850,6.97698259187621
50000000,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,187017,52.380982,8,1,4,05,6,2014,188441614,112,22 Jump Street,7.0,3319,7.0
60000000,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,628,50.163785,1,1,5,11,11,1994,223664608,123,Interview with the Vampire,7.2,1516,7.011434605521195
70000000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10201,43.849351,4,1,2,09,12,2008,225990978,104,Yes Man,6.4,1813,6.959430127177115
50000000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,302699,45.318703,4,1,3,15,6,2016,216972543,107,Central Intelligence,6.2,1650,6.95046904315197
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9441,16.368283,2,1,5,25,12,1998,0,124,Stepmom,6.9,277,6.998904142105472
50000000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,274167,38.616744,3,1,5,25,12,2015,242786137,96,Daddy's Home,5.8,854,6.960362032954281
50000000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,224141,65.90161,3,1,4,25,12,2014,212902372,125,Into the Woods,5.6,1652,6.913222272249738
45000000,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,388,45.220386,3,1,4,23,3,2006,184376254,129,Inside Man,7.3,1630,7.0183627487795714
90000000,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2112,17.457947,2,1,5,05,2,1999,161626121,100,Payback,6.7,548,6.99356505401597
50000000,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,10329,10.755847,2,1,5,09,6,1995,152022101,109,Congo,5.0,213,6.983103954309285
50000000,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,74465,38.629763,4,1,4,22,12,2011,120081841,124,We Bought a Zoo,6.5,909,6.9824578331853795
50000000,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,13811,32.693093,6,3,4,19,3,2009,155446362,121,Knowing,5.9,1486,6.938284376651816
50000000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6877,18.806031,3,1,5,10,3,2006,88715192,97,Failure to Launch,5.5,399,6.976436080160636
50000000,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10320,32.233713,3,1,4,17,3,2005,161451538,110,The Ring Two,5.4,632,6.960549313358302
50000000,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,50646,37.990705,1,1,5,29,7,2011,142851197,118,"Crazy, Stupid, Love.",7.0,2443,7.0
50000000,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,8920,17.667826,3,1,4,10,6,2004,200804534,80,Garfield,5.2,820,6.9428350116189
60000000,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,13673,9.225166,3,1,3,24,11,2004,0,99,Christmas with the Kranks,5.2,193,6.986210455285199
50000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60308,46.180421,2,1,4,22,9,2011,110206216,133,Moneyball,7.0,1381,7.000000000000001
50000000,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6950,30.397496,4,1,5,10,3,1995,189859560,127,Outbreak,6.3,513,6.985924822639438
50000000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,225574,83.295796,7,3,7,26,1,2014,222809600,106,Non-Stop,6.8,2268,6.983365116620215
50000000,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,13836,23.935053,2,1,4,12,3,2009,106303988,98,Race to Witch Mountain,5.5,509,6.97006938727508
54000000,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,752,84.630969,8,3,3,15,3,2006,132511035,132,V for Vendetta,7.7,4442,7.105611031859249
50000000,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6038,16.251204,5,2,4,06,2,2003,88323487,115,Shanghai Knights,6.0,692,6.973065545695158
50000000,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,9975,9.894346,3,1,5,10,2,2006,69834815,86,Curious George,6.2,106,6.996622321357445
50000000,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,11451,12.050755,2,1,3,22,6,2005,66002004,101,Herbie Fully Loaded,5.1,542,6.959682092240232
50000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12103,11.596207,7,2,5,28,9,2001,100020092,113,Don't Say a Word,6.0,220,6.991276764472641
50000000,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,60304,53.02787,6,2,4,17,1,2013,224803475,88,Hansel & Gretel: Witch Hunters,5.7,3239,6.850890612273806
50000000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2251,14.382253,4,1,5,10,5,2002,119137784,124,Unfaithful,6.3,276,6.992356385504036
50000000,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,46529,43.450266,4,1,5,18,2,2011,144492830,109,I Am Number Four,5.9,1567,6.935118756351866
50000000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,231,16.871194,6,1,3,23,11,2005,94000000,128,Syriana,6.3,451,6.98759577226828
50000000,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,300671,42.526529,5,3,3,13,1,2016,69411370,144,13 Hours: The Secret Soldiers of Benghazi,7.0,938,7.000000000000001
50000000,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,228326,34.890999,4,2,3,01,10,2014,97437106,95,The Book of Life,7.3,755,7.00879440885265
45000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9754,18.186026,5,2,5,10,2,2006,82800000,105,Firewall,5.6,267,6.985205999920845
50000000,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,66,13.576765,3,1,5,14,2,1997,50068310,121,Absolute Power,6.4,223,6.994695317765531
50000000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4421,19.434672,6,1,5,22,8,1997,48169156,125,G.I. Jane,6.0,395,6.984445757038786
50000000,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2649,62.925175,3,1,5,12,9,1997,109423648,129,The Game,7.5,1506,7.028408662189693
50000000,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,588,32.927994,4,4,5,21,4,2006,97607453,125,Silent Hill,6.3,1067,6.971346913722331
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10393,14.837288,1,1,1,07,8,2000,0,118,The Replacements,6.1,203,6.992750862992501
50000000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,71552,39.920035,1,1,3,04,4,2012,234989584,113,American Reunion,6.1,1611,6.945515012588779
50000000,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,9631,28.725621,2,2,3,29,7,1998,44547681,140,The Negotiator,6.8,582,6.995449925729028
50000000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,216282,20.566554,4,1,3,06,8,2014,160602194,89,Into the Storm,5.8,817,6.9620250222721465
50000000,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,306,20.333953,2,1,2,24,5,1994,119208989,104,Beverly Hills Cop III,5.5,434,6.9744043406463785
50000000,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,928,33.98637,2,1,5,15,6,1990,41482207,106,Gremlins 2: The New Batch,6.2,652,6.979666302822392
50000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205587,42.472324,4,1,3,08,10,2014,83719388,141,The Judge,7.2,1417,7.010727940341447
50000000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6623,15.931084,1,1,5,26,9,1997,0,124,The Peacemaker,5.8,255,6.987883587408434
45000000,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1577,29.880122,2,5,5,10,9,2004,129394835,94,Resident Evil: Apocalypse,6.1,1267,6.95658811436403
50000000,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,9801,28.803802,6,5,3,10,11,2004,40203020,108,Bridget Jones: The Edge of Reason,6.1,750,6.97378640776699
50000000,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2116,14.993459,3,1,5,03,10,2003,55495563,105,Out of Time,6.1,298,6.9893983714127605
50000000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9624,9.114168,1,1,5,18,2,1994,49000000,102,On Deadly Ground,4.5,104,6.989643084767368
50000000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14199,12.31101,1,1,5,10,6,2005,69425966,92,The Adventures of Sharkboy and Lavagirl,4.4,269,6.972321817246428
40000000,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1907,41.362082,1,2,5,11,2,2000,144056873,119,The Beach,6.3,1233,6.967098692486562
50000000,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4599,13.298205,3,1,4,27,5,2004,49718611,119,Raising Helen,5.9,189,6.991746397236889
40000000,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22832,19.085403,9,2,2,29,9,2009,60462347,99,Ninja Assassin,6.2,371,6.988301604193764
50000000,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10390,9.622345,2,1,5,17,9,1999,0,137,For Love of the Game,6.3,88,6.997544642857143
50000000,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9879,11.106006,2,1,5,28,6,1996,113309743,115,Striptease,4.4,205,6.978853402102757
50000000,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,38579,12.25622,1,1,5,04,6,2010,83761844,87,Marmaduke,5.0,149,6.988150622291145
50000000,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44603,13.365715,4,1,5,15,10,2010,105197635,129,Hereafter,5.8,510,6.976009408075265
50000000,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11892,16.167093,3,1,5,19,4,2002,56714147,120,Murder by Numbers,6.0,268,6.989393699540922
50000000,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9691,23.073933,6,2,5,06,10,1995,30303072,132,Assassins,6.0,387,6.984755977468783
50000000,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1248,6.567065,7,4,2,06,2,2007,82169884,121,Hannibal Rising,6.0,654,6.974506899508849
50000000,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,12220,6.22577,2,1,3,13,10,1999,58900031,95,The Story of Us,5.9,75,6.996709870388834
44000000,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,72710,42.933027,4,1,5,22,3,2013,63327201,125,The Host,6.0,1817,6.932244471790282
50000000,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,10782,19.226763,2,1,5,18,4,2003,42792561,98,Basic,6.2,286,6.990951514672151
50000000,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,9573,10.089065,2,1,7,04,8,2002,26199517,110,Blood Work,6.1,206,6.992644608426565
50000000,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4959,13.391833,4,3,2,03,2,2009,60161391,118,The International,6.0,368,6.9854935351624095
50000000,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10061,21.637234,2,1,5,09,8,1996,42277365,97,Escape from L.A.,5.6,373,6.97941906751271
70000000,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,10386,61.245957,1,1,5,06,8,1999,23159305,86,The Iron Giant,7.6,1436,7.032591920108943
50000000,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,421,25.237969,2,1,5,10,12,2004,34808403,119,The Life Aquatic with Steve Zissou,7.1,775,7.003006789524734
50000000,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,316152,21.589393,3,1,5,24,6,2016,25035950,139,Free State of Jones,6.6,428,6.993267264432909
50000000,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11615,22.442241,5,3,5,21,2,2003,38955598,130,The Life of David Gale,7.3,480,7.005651491365777
40000000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13498,6.004422,2,1,5,25,2,2005,0,100,Man of the House,5.4,120,6.992356687898089
50000000,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,241554,74.64653,3,1,3,11,3,2015,71561644,114,Run All Night,6.3,1148,6.969267247973076
51500000,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2252,35.481169,9,3,5,14,9,2007,55112356,100,Eastern Promises,7.2,848,7.006561436087899
50000000,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11968,14.723467,3,1,5,30,9,2005,44434439,110,Into the Blue,5.8,458,6.978411501296253
60000000,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,10047,21.084542,2,1,1,18,10,1999,66976317,148,The Messenger: The Story of Joan of Arc,6.2,367,6.988425907675327
49900000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,38319,21.408222,2,1,5,08,4,2011,26121638,102,Your Highness,5.2,501,6.964636680914474
50000000,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,69668,19.267479,2,2,5,30,9,2011,38502340,84,Dream House,5.8,391,6.981521011381986
50000000,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9770,3.314004,2,1,5,07,11,1997,10541523,114,Mad City,5.9,81,6.996447510067382
50000000,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,11212,21.312186,1,1,5,01,7,1994,16671505,99,Baby's Day Out,5.8,274,6.986990583208041
50000000,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,10533,7.44268,2,1,5,13,10,1995,10382407,135,The Scarlet Letter,5.5,108,6.993547873187828
22000000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38363,12.54949,2,2,4,20,5,2010,24188922,108,Fair Game,6.5,235,6.995343768575391
50000000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9923,18.394571,5,3,4,22,9,2005,22944502,127,Domino,6.0,444,6.982549913535608
50000000,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,11863,8.189406,1,1,5,13,10,1995,9851610,95,Jade,5.2,44,6.996837565884045
50000000,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18501,27.631262,2,1,4,03,9,2009,40828540,95,Gamer,5.6,760,6.958695652173914
60000000,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,109491,40.721373,4,1,3,13,2,2013,60052138,124,Beautiful Creatures,5.6,984,6.94698275862069
55000000,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,9275,11.329727,4,3,4,28,3,2002,0,109,Death to Smoochy,5.9,132,6.994222505172687
50000000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,329833,37.253774,2,1,6,06,2,2016,55969000,100,Zoolander 2,4.7,797,6.928941349769353
50000000,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12634,6.397388,3,1,5,30,1,2004,6808550,88,The Big Bounce,5.0,76,6.9939384271813685
60000000,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,10416,2.275331,1,1,5,03,3,2000,0,105,What Planet Are You From?,5.4,37,6.997635499460798
50000000,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,47327,30.387148,5,1,4,24,2,2011,28931401,105,Drive Angry,5.3,600,6.96015625
